p_participated,p_participated_2023,p_mandavolunt,p_year_start,p_year_end,p_year_start_clone2,p_year_end_clone2,p_ongoing,p_program_length,p_hourstrained,p_duration,p_comphours,p_otjactivities,p_cost,p_adequatefund,p_adequatefunddummy,p_fund_gov,p_fund_org,p_fund_wrk,p_fund_union,p_fund_other,p_advocacy,p_advocacy_hier,p_responsibility,p_responsibility_hier,p_application,p_selection,p_criteria_jobtitle,p_criteria_tenure,p_criteria_qualifications,p_criteria_assmskills,p_criteria_assmsmotivation,p_criteria_managerrec,p_criteria_other,p_targetemp_c,p_targetemp_bul,p_targetemp_mm,p_targetemp_emp,p_targetfunc_leg,p_targetfunc_hr,p_targetfunc_adm,p_targetfunc_it,p_targetfunc_op,p_targetfunc_mrksal,p_targetfunc_rd,p_targetfunc_accfin,p_targetfunc_cust,p_difloc,p_difstand,p_challenge_convincingemployees,p_challenge_selecting,p_challenge_progcompl,p_challenge_learning,p_challenge_convmanager,p_challenge_linkprogramcareer,p_challenge_effectiveness,p_challenge_scaling,p_challenge_determreturn,p_challenge_supportoutsideHR,p_challenge_funding,p_challenge_other,p_cont_investment,p_eligibility,p_part,p_part_exp,p_finassessment,p_effectiveness,p_effect_reverse,p_roi,p_participated_coarse,p_size_coarse1,p_size_coarse2,p_size_coarse3,p_target_top,p_target_middle,p_target_emp,p_target_topmiddle,p_target_middleemp,p_target_all,p_target_topbottom,p_long,p_hours_long,p_compfull,p_oja,p_adv_top,p_adv_hr,p_resp_top,p_resp_hr,p_adv_resp_match,p_cri_individual,p_cha_takeup,p_cha_during,p_cha_support,p_cha_scale,program_type,prog_clus2,prog_clus3,prog_clus4
1000 - 9999,10000 - 49999,Mandatory,2021,Ongoing,2021,2023,1,2,100 - 199 hours,2 - 6 months,Partly compensated hours,Yes,"$1,001 - $5,000",Adequate funding,Adequately funded,0,70,15,15,0,HR Leaders,HR,HR Leaders,HR,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Selected,Selected,Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Yes,Very standard across geographies,0,0,0,0,1,1,0,0,1,0,0,0,Very likely,56,71,83,Yes,Moderately Effective,2,Negative ROI,3,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,.76261681,0,1,1,1,0,Advanced Programs,Advanced,1
100 - 499,100 - 499,Mandatory,2021,2022,2021,2022,0,1,100 - 199 hours,7 - 12 months,Partly compensated hours,Yes,"$1,001 - $5,000",Adequate funding,Adequately funded,13.941552,57.238358,12.665753,11.292237,4.8621006,Business Unit/Subsidiary/Function Leaders,BU and Middle Management,Business Unit/Subsidiary/Function Leaders,BU and Middle Management,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Yes,Mix of standard and custom,0,0,1,0,1,0,0,0,1,0,0,0,Likely,62,83,67,Yes,Moderately Effective,2,Positive ROI,2,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,.76261681,0,1,1,1,0,Advanced Programs,Advanced,4
50 - 99,500 - 999,Voluntary,2019,2021,2019,2021,0,2,10 - 49 hours,2 - 6 months,Partly compensated hours,No,"$501 - $1,000",Overfunded,Not adequately funded,20,20,20,20,20,HR Leaders,HR,Middle Managers and/or front-line supervisors,BU and Middle Management,Anyone could apply if belonging to specific function/department/hier level,Yes,0,1,0,0,1,0,0,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,No,1.7137203,0,0,0,1,0,0,1,0,1,0,0,0,Somewhat likely,55,49,57,Yes,Moderately Effective,2,Positive ROI,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,Advanced Programs,Intermediate,3
500 - 999,1000 - 9999,Voluntary,2021,Ongoing,2021,2023,1,2,50 - 99 hours,7 - 12 months,Entirely compensated hours,Yes,< $500,Underfunded,Not adequately funded,0,100,0,0,0,HR Leaders,HR,Middle Managers and/or front-line supervisors,BU and Middle Management,Anyone could apply if belonging to specific function/department/hier level,Yes,0,1,1,1,0,1,0,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Yes,Very standard across geographies,0,0,0,1,0,0,1,0,1,0,0,0,Somewhat likely,40,20,66,No,Moderately Effective,2,Positive ROI,3,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,Basic Programs,Basic,2
500 - 999,500 - 999,Mandatory,2020,2022,2020,2022,0,2,100 - 199 hours,7 - 12 months,Partly compensated hours,Yes,"$501 - $1,000",Adequate funding,Adequately funded,13.941552,57.238358,12.665753,11.292237,4.8621006,Business Unit/Subsidiary/Function Leaders,BU and Middle Management,HR Leaders,HR,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Selected,Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Yes,Mix of standard and custom,0,0,1,0,0,1,0,0,1,1,0,0,Very likely,57,74,65,Yes,Very Effective,3,Negative ROI,3,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,.76261681,0,1,1,1,0,Advanced Programs,Advanced,3
1000 - 9999,1000 - 9999,Mandatory,2019,Ongoing,2019,2023,1,4,100 - 199 hours,2 - 6 months,Entirely compensated hours,Yes,"$5,001 - $10,000",Overfunded,Not adequately funded,20,30,30,20,0,HR Leaders,HR,"C-Suite Leaders, excluding HR",Top Management,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Selected,Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Selected,Selected,Selected,Not Selected,Selected,Yes,Mix of standard and custom,0,1,1,1,0,0,0,1,1,0,0,0,Very likely,42,60,76,Yes,Very Effective,3,Positive ROI,3,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,.76261681,1,1,0,1,1,Advanced Programs,Advanced,3
500 - 999,1000 - 9999,Mandatory,2022,Ongoing,2022,2023,1,1,10 - 49 hours,2 - 6 months,Partly compensated hours,Yes,"$501 - $1,000",Adequate funding,Adequately funded,0,100,0,0,0,C-Suite Leaders excluding HR,Top Management,HR Leaders,HR,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,Very standard across geographies,1,0,0,0,0,1,1,0,0,0,0,0,Very likely,45,39,60,Yes,Very Effective,3,Negative ROI,3,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,.76261681,1,1,0,1,0,Basic Programs,Basic,2
1000 - 9999,1000 - 9999,Mandatory,2019,Ongoing,2019,2023,1,4,100 - 199 hours,2 - 6 months,Entirely compensated hours,Yes,"$5,001 - $10,000",Adequate funding,Adequately funded,20,15,35,30,0,C-Suite Leaders excluding HR,Top Management,"C-Suite Leaders, excluding HR",Top Management,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Selected,Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Yes,Mix of standard and custom,0,1,0,0,1,0,0,0,1,0,0,0,Very likely,52,64,77,Yes,Very Effective,3,Positive ROI,3,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,.76261681,1,0,1,1,1,Advanced Programs,Advanced,3
Fewer than 50,50 - 99,Voluntary,2022,Ongoing,2022,2023,1,1,100 - 199 hours,2 - 6 months,Partly compensated hours,Yes,"$501 - $1,000",Underfunded,Not adequately funded,0,100,0,0,0,Board of Directors,Top Management,Board of Directors,Top Management,Anyone could apply regardless of their function/department ,Yes,0,0,1,1,1,1,0,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,1.7137203,1,1,1,1,1,1,1,1,1,1,0,0,Somewhat likely,21,7,15,Yes,Moderately Effective,2,No attempt to calculate,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,Basic Programs,Basic,2
50 - 99,100 - 499,Mandatory,2023,Ongoing,2023,2023,1,0,50 - 99 hours,2 - 6 months,Entirely compensated hours,No,< $500,Adequate funding,Adequately funded,0,100,0,0,0,HR Leaders,HR,HR Leaders,HR,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,No,1.7137203,0,0,0,1,0,0,0,0,0,0,0,0,Likely,40,10,50,Yes,Moderately Effective,2,Negative ROI,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,.76261681,0,1,0,0,0,Basic Programs,Basic,2
500 - 999,1000 - 9999,Voluntary,2021,Ongoing,2021,2023,1,2,100 - 199 hours, > 12 months,Entirely compensated hours,Yes,"$501 - $1,000",Underfunded,Not adequately funded,20,80,0,0,0,Middle Managers and/or front-line supervisors,BU and Middle Management,Middle Managers and/or front-line supervisors,BU and Middle Management,Anyone could apply if belonging to specific function/department/hier level,No,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Not Selected,Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Selected,Yes,Very standard across geographies,1,0,1,0,0,0,1,0,0,0,0,0,Somewhat likely,22,13,45,Yes,Not Effective,1,"Tried to, but unable",3,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,.76261681,1,1,0,1,0,Basic Programs,Basic,2
Fewer than 50,50 - 99,Voluntary,2020,Ongoing,2020,2023,1,3,10 - 49 hours,< 1 month,Partly compensated hours,Yes,< $500,Adequate funding,Adequately funded,0,100,0,0,0,C-Suite Leaders excluding HR,Top Management,"C-Suite Leaders, excluding HR",Top Management,Anyone could apply regardless of their function/department ,No,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,No,1.7137203,0,1,0,1,0,0,0,0,0,0,0,0,Likely,72,69,68,Yes,Moderately Effective,2,Negative ROI,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,.76261681,1,1,0,0,0,Basic Programs,Basic,1
50 - 99,100 - 499,Mandatory,2022,Ongoing,2022,2023,1,1,< 10 hours,2 - 6 months,Entirely compensated hours,Yes,"$1,001 - $5,000",Adequate funding,Adequately funded,0,60,40,0,0,HR Leaders,HR,Board of Directors,Top Management,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Yes,Very standard across geographies,0,0,1,0,0,1,0,0,0,0,0,0,Likely,53,64,46,Yes,Very Effective,3,Negative ROI,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,.76261681,0,1,0,0,0,Basic Programs,Basic,3
100 - 499,500 - 999,Voluntary,2022,2023,2022,2023,0,1,200 - 499 hours,7 - 12 months,Entirely compensated hours,No,"$501 - $1,000",Adequate funding,Adequately funded,0,80,20,0,0,HR Leaders,HR,HR Leaders,HR,Only people nominated by managers,Yes,0,0,0,1,0,0,0,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,1.7137203,1,0,0,0,0,0,1,0,0,0,0,0,Uncertain,47,19,65,No,Very Effective,3,No attempt to calculate,2,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,Basic Programs,Basic,2
100 - 499,500 - 999,Voluntary,2021,Ongoing,2021,2023,1,2,10 - 49 hours,2 - 6 months,Entirely compensated hours,Yes,"$1,001 - $5,000",Adequate funding,Adequately funded,70,30,0,0,0,HR Leaders,HR,HR Leaders,HR,Anyone could apply regardless of their function/department ,No,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Selected,Selected,Selected,Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,1.7137203,0,1,0,0,0,0,0,1,0,0,0,0,Likely,71,73,83,Yes,Moderately Effective,2,Positive ROI,2,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,.76261681,1,0,0,1,0,Advanced Programs,Advanced,4
100 - 499,100 - 499,Mandatory,2020,2023,2020,2023,0,3,100 - 199 hours,2 - 6 months,Entirely compensated hours,No,< $500,Adequate funding,Adequately funded,0,100,0,0,0,Middle Managers and/or front-line supervisors,BU and Middle Management,HR Leaders,HR,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,No,1.7137203,0,1,0,0,0,0,1,1,0,0,0,0,Somewhat likely,30,20,50,Yes,Moderately Effective,2,Positive ROI,2,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,.76261681,1,0,0,1,0,Basic Programs,Basic,2
Fewer than 50,Fewer than 50,Mandatory,2022,Ongoing,2022,2023,1,1,100 - 199 hours, > 12 months,Entirely compensated hours,Yes,"$1,001 - $5,000",Adequate funding,Adequately funded,0,50,50,0,0,HR Leaders,HR,HR Leaders,HR,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Selected,Selected,Selected,Not Selected,Selected,Selected,Selected,Not Selected,Selected,Not Selected,Selected,Selected,No,1.7137203,0,0,1,0,0,1,1,1,1,0,0,0,Likely,12,18,49,Yes,Moderately Effective,2,Positive ROI,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,.76261681,0,1,0,1,1,Basic Programs,Intermediate,2
500 - 999,500 - 999,Voluntary,2021,Ongoing,2021,2023,1,2,50 - 99 hours,2 - 6 months,Entirely compensated hours,Yes,< $500,Adequate funding,Adequately funded,15,75,0,10,0,HR Leaders,HR,Business Unit/Subsidiary/Function Leaders,BU and Middle Management,Anyone could apply if belonging to specific function/department/hier level,Yes,1,1,1,0,0,1,0,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Selected,Yes,Mix of standard and custom,1,1,1,0,0,0,1,0,1,0,1,0,Likely,70,45,70,Yes,Moderately Effective,2,Positive ROI,3,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,Basic Programs,Basic,1
50 - 99,100 - 499,Voluntary,2019,2021,2019,2021,0,2,50 - 99 hours,7 - 12 months,Partly compensated hours,Yes,"$1,001 - $5,000",Adequate funding,Adequately funded,20,40,0,10,30,Middle Managers and/or front-line supervisors,BU and Middle Management,Business Unit/Subsidiary/Function Leaders,BU and Middle Management,Anyone could apply regardless of their function/department ,Yes,0,0,0,0,1,1,0,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Yes,Mix of standard and custom,0,1,0,0,1,0,0,0,0,1,0,0,Likely,46,9,48,Yes,Very Effective,3,Positive ROI,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,Basic Programs,Intermediate,3
500 - 999,1000 - 9999,Mandatory,2022,2023,2022,2023,0,1,50 - 99 hours,7 - 12 months,Partly compensated hours,Yes,"$1,001 - $5,000",Adequate funding,Adequately funded,0,100,0,0,0,HR Leaders,HR,HR Leaders,HR,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Selected,Not Selected,Not Selected,Selected,Yes,Very standard across geographies,0,0,0,1,0,0,1,1,1,0,0,0,Very likely,100,96,100,Yes,Very Effective,3,Positive ROI,3,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,.76261681,0,1,0,1,0,Basic Programs,Basic,1
50 - 99,50 - 99,Voluntary,2022,Ongoing,2022,2023,1,1,10 - 49 hours,7 - 12 months,Entirely compensated hours,Yes,"$1,001 - $5,000",Adequate funding,Adequately funded,0,100,0,0,0,HR Leaders,HR,HR Leaders,HR,Anyone could apply if belonging to specific function/department/hier level,Yes,1,0,1,0,0,0,0,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,1.7137203,0,0,1,0,0,0,1,0,0,0,0,0,Likely,50,52,49,Yes,Very Effective,3,Negative ROI,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,Basic Programs,Basic,1
3.065661,3.6095829,1.6086956,Not Yet,5.1384206,2020.8607,2022.6327,0,1.771961,3.4117124,2.3141081,1.3735582,1.0860692,2.5022182,1.9272405,.82608694,13.941552,57.238358,12.665753,11.292237,4.8621006,HR Leaders,HR,HR Leaders,HR,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,.20763087,.50399292,.73380655,.65306121,.11446317,.5483585,.33451641,.49245787,.49511978,.39751554,.14196983,.31233364,.37000889,1.327418,1.7137203,.28039041,.35847384,.3496007,.47204968,.32386869,.33895296,.3416149,.22803904,.20674357,.12599823,.069210291,.0053238687,3.9290152,15,4,20,1.1224489,1.4693878,2.5306122,3.4773736,1.9982253,.32830524,.34516415,.32653061,.57231587,.73380655,.65306121,.41348714,.52262646,.26530612,.28926352,.3256433,.45785269,.6512866,.91393077,0,1,0,1,1,.76261681,.53593612,.83229816,.42502218,.56166816,1,Basic Programs,Intermediate,2
100 - 499,Fewer than 50,Voluntary,2020,2021,2020,2021,0,1,100 - 199 hours,7 - 12 months,Entirely compensated hours,Yes,< $500,Adequate funding,Adequately funded,10,90,0,0,0,HR Leaders,HR,Middle Managers and/or front-line supervisors,BU and Middle Management,Anyone could apply regardless of their function/department ,Yes,0,0,1,1,1,0,0,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Yes,Very standard across geographies,0,0,0,1,0,1,0,0,1,0,0,0,Likely,70,15,15,Yes,Very Effective,3,Negative ROI,2,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,Basic Programs,Basic,2
100 - 499,500 - 999,Mandatory,2021,Ongoing,2021,2023,1,2,100 - 199 hours,2 - 6 months,Partly compensated hours,Yes,< $500,Adequate funding,Adequately funded,25,25,25,25,0,Board of Directors,Top Management,Business Unit/Subsidiary/Function Leaders,BU and Middle Management,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Selected,Selected,Selected,Not Selected,Selected,Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Selected,Yes,Mix of standard and custom,0,0,1,1,0,0,1,1,0,1,1,0,Very likely,50,81,75,Yes,Very Effective,3,Negative ROI,2,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,.76261681,0,1,1,1,0,Advanced Programs,Advanced,4
50 - 99,100 - 499,Mandatory,2019,Ongoing,2019,2023,1,4,10 - 49 hours,< 1 month,Partly compensated hours,No,"$501 - $1,000",Adequate funding,Adequately funded,10,10,10,10,60,Employees (salaried and/or hourly wage),Employees and Others,Employees (salaried and/or hourly wage),Employees and Others,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Selected,Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Yes,Very standard across geographies,0,0,1,1,0,0,0,0,0,0,0,0,Likely,50,51,52,No,Moderately Effective,2,"Not yet, but intends to",1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,.76261681,0,1,0,0,0,Advanced Programs,Intermediate,3
500 - 999,100 - 499,Mandatory,2019,Ongoing,2019,2023,1,4,10 - 49 hours,2 - 6 months,Partly compensated hours,Yes,"$5,001 - $10,000",Underfunded,Not adequately funded,25,25,15,10,25,Business Unit/Subsidiary/Function Leaders,BU and Middle Management,Business Unit/Subsidiary/Function Leaders,BU and Middle Management,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Selected,Not Selected,Not Selected,Yes,Very standard across geographies,1,0,1,0,1,0,1,0,1,0,0,0,Uncertain,48,53,54,Yes,Very Effective,3,"Not yet, but intends to",3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,.76261681,1,1,1,1,1,Advanced Programs,Intermediate,3
50 - 99,100 - 499,Voluntary,2020,Ongoing,2020,2023,1,3,50 - 99 hours,2 - 6 months,Entirely compensated hours,Yes,"$501 - $1,000",Adequate funding,Adequately funded,40,60,0,0,0,Business Unit/Subsidiary/Function Leaders,BU and Middle Management,HR Leaders,HR,Anyone could apply if belonging to specific function/department/hier level,Yes,1,1,1,0,1,0,0,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Selected,Selected,Not Selected,Not Selected,Yes,Very standard across geographies,1,0,1,1,1,0,0,0,0,0,0,0,Likely,30,18,25,Yes,Moderately Effective,2,Positive ROI,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,Basic Programs,Intermediate,2
50 - 99,100 - 499,Mandatory,2020,2021,2020,2021,0,1,10 - 49 hours,2 - 6 months,Entirely compensated hours,Yes,< $500,Adequate funding,Adequately funded,0,100,0,0,0,Middle Managers and/or front-line supervisors,BU and Middle Management,HR Leaders,HR,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Yes,Mix of standard and custom,0,1,0,0,0,0,1,0,1,0,0,0,Very likely,20,19,44,Yes,Very Effective,3,Negative ROI,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,.76261681,1,0,0,1,0,Basic Programs,Basic,2
100000 or more,100000 or more,Mandatory,2023,Ongoing,2023,2023,1,0,> 500 hours,2 - 6 months,Partly compensated hours,Yes,"> $10,000",Adequate funding,Adequately funded,10,55,15,20,0,HR Leaders,HR,HR Leaders,HR,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Yes,Very flexible,0,0,0,1,1,0,1,0,0,0,0,0,Very likely,71,68,100,Yes,Very Effective,3,Negative ROI,3,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,.76261681,0,1,1,1,0,Advanced Programs,Advanced,4
Fewer than 50,Fewer than 50,Mandatory,2019,2019,2019,2019,0,0,< 10 hours,< 1 month,Entirely compensated hours,Yes,"$1,001 - $5,000",Adequate funding,Adequately funded,10,40,20,30,0,HR Leaders,HR,Middle Managers and/or front-line supervisors,BU and Middle Management,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Selected,Selected,Selected,Not Selected,Selected,Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Selected,No,1.7137203,0,0,0,0,0,0,0,0,0,0,1,0,Likely,79,39,65,Yes,Moderately Effective,2,Positive ROI,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,.76261681,0,0,1,0,1,Advanced Programs,Intermediate,3
100 - 499,500 - 999,Voluntary,2021,Ongoing,2021,2023,1,2,50 - 99 hours,2 - 6 months,Partly compensated hours,Yes,"$5,001 - $10,000",Adequate funding,Adequately funded,30,50,10,10,0,C-Suite Leaders excluding HR,Top Management,Board of Directors,Top Management,Anyone could apply regardless of their function/department ,Yes,0,1,1,1,0,0,0,Not Selected,Selected,Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Selected,Selected,Yes,Mix of standard and custom,1,1,0,1,1,1,0,0,1,1,0,0,Likely,53,43,61,Yes,Very Effective,3,Negative ROI,2,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,Advanced Programs,Intermediate,3
100 - 499,500 - 999,Mandatory,2022,Ongoing,2022,2023,1,1,100 - 199 hours,2 - 6 months,Partly compensated hours,Yes,"$501 - $1,000",Adequate funding,Adequately funded,0,75,25,0,0,C-Suite Leaders excluding HR,Top Management,HR Leaders,HR,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,No,1.7137203,1,0,0,1,0,0,0,0,1,0,0,0,Very likely,37,29,37,Yes,Moderately Effective,2,Positive ROI,2,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,.76261681,1,1,0,1,0,Basic Programs,Basic,2
